segment,idx,rho_kpc,inc_deg,alpha_deg,h5
seg2,27,30.0,73.86728611365456,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0027_r030.00_i073.87_a000.00.h5
seg2,28,30.0,76.02177895379604,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0028_r030.00_i076.02_a000.00.h5
seg2,29,30.0,78.07106985156891,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0029_r030.00_i078.07_a000.00.h5
seg2,30,30.0,80.00227693647899,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0030_r030.00_i080.00_a000.00.h5
seg2,31,30.0,81.80251833803219,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0031_r030.00_i081.80_a000.00.h5
seg2,32,30.0,83.45891218573439,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0032_r030.00_i083.46_a000.00.h5
seg2,33,30.0,84.9585766090915,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0033_r030.00_i084.96_a000.00.h5
seg2,34,30.0,86.28862973760933,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0034_r030.00_i086.29_a000.00.h5
seg2,35,30.0,87.4361897007938,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0035_r030.00_i087.44_a000.00.h5
seg2,36,30.0,88.38837462815081,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0036_r030.00_i088.39_a000.00.h5
seg2,37,30.0,89.13230264918623,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0037_r030.00_i089.13_a000.00.h5
seg2,38,30.0,89.65509189340591,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0038_r030.00_i089.66_a000.00.h5
seg2,39,30.0,89.94386049031576,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0039_r030.00_i089.94_a000.00.h5
seg2,40,30.0,89.9810403647371,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0040_r030.00_i089.98_a000.00.h5
seg2,41,30.0,89.70177294842802,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0041_r030.00_i089.70_a000.00.h5
seg2,42,30.0,89.10238143700387,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0042_r030.00_i089.10_a000.00.h5
seg2,43,30.0,88.20016983560602,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0043_r030.00_i088.20_a000.00.h5
seg2,44,30.0,87.01244214937581,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0044_r030.00_i087.01_a000.00.h5
seg2,45,30.0,85.55650238345461,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0045_r030.00_i085.56_a000.00.h5
seg2,46,30.0,83.84965454298379,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0046_r030.00_i083.85_a000.00.h5
seg2,47,30.0,81.90920263310464,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0047_r030.00_i081.91_a000.00.h5
seg2,48,30.0,79.75245065895858,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0048_r030.00_i079.75_a000.00.h5
seg2,49,30.0,77.39670262568694,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0049_r030.00_i077.40_a000.00.h5
seg2,50,30.0,74.8592625384311,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0050_r030.00_i074.86_a000.00.h5
seg2,51,30.0,72.15743440233238,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0051_r030.00_i072.16_a000.00.h5
seg2,52,30.0,69.3085222225321,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0052_r030.00_i069.31_a000.00.h5
seg2,53,30.0,66.32983000417173,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0053_r030.00_i066.33_a000.00.h5
seg2,54,30.0,63.2386617523925,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0054_r030.00_i063.24_a000.00.h5
seg2,55,30.0,60.05232147233585,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0055_r030.00_i060.05_a000.00.h5
seg2,56,30.0,56.7881131691431,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0056_r030.00_i056.79_a000.00.h5
seg2,57,30.0,53.46334084795563,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0057_r030.00_i053.46_a000.00.h5
seg2,58,30.0,50.09530851391472,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0058_r030.00_i050.10_a000.00.h5
seg2,59,30.0,46.701320172161815,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0059_r030.00_i046.70_a000.00.h5
seg2,60,30.0,43.298679827838214,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0060_r030.00_i043.30_a000.00.h5
seg2,61,30.0,39.90469148608531,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0061_r030.00_i039.90_a000.00.h5
seg2,62,30.0,36.536659152044436,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0062_r030.00_i036.54_a000.00.h5
seg2,63,30.0,33.2118868308569,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0063_r030.00_i033.21_a000.00.h5
seg2,64,30.0,29.947678527664152,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0064_r030.00_i029.95_a000.00.h5
seg2,65,30.0,26.7613382476075,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0065_r030.00_i026.76_a000.00.h5
seg2,66,30.0,23.670169995828275,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0066_r030.00_i023.67_a000.00.h5
seg2,67,30.0,20.691477777467888,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0067_r030.00_i020.69_a000.00.h5
seg2,68,30.0,17.84256559766764,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0068_r030.00_i017.84_a000.00.h5
seg2,69,30.0,15.140737461568927,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0069_r030.00_i015.14_a000.00.h5
seg2,70,30.0,12.603297374313044,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0070_r030.00_i012.60_a000.00.h5
seg2,71,30.0,10.24754934104142,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0071_r030.00_i010.25_a000.00.h5
seg2,72,30.0,8.090797366895362,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0072_r030.00_i008.09_a000.00.h5
seg2,73,30.0,6.150345457016245,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0073_r030.00_i006.15_a000.00.h5
seg2,74,30.0,4.44349761654538,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0074_r030.00_i004.44_a000.00.h5
seg2,75,30.0,2.9875578506241887,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0075_r030.00_i002.99_a000.00.h5
seg2,76,30.0,1.799830164393993,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0076_r030.00_i001.80_a000.00.h5
seg2,77,30.0,0.8976185629961353,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0077_r030.00_i000.90_a000.00.h5
seg2,78,30.0,0.2982270515719876,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0078_r030.00_i000.30_a000.00.h5
seg2,79,30.0,0.018959635262901786,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0079_r030.00_i000.02_a000.00.h5
seg2,80,30.0,0.11840129032334551,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0080_r030.00_i000.12_a000.00.h5
seg2,81,30.0,0.5532445306347908,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0081_r030.00_i000.55_a000.00.h5
seg2,82,30.0,0.8801139833095808,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0082_r030.00_i000.88_a000.00.h5
seg2,83,30.0,1.2740524781341098,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0083_r030.00_i001.27_a000.00.h5
seg2,84,30.0,1.7306378804611284,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0084_r030.00_i001.73_a000.00.h5
seg2,85,30.0,2.2454480556434087,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0085_r030.00_i002.25_a000.00.h5
seg2,86,30.0,2.814060869033715,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0086_r030.00_i002.81_a000.00.h5
seg2,87,30.0,3.432054185984825,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0087_r030.00_i003.43_a000.00.h5
seg2,88,30.0,4.095005871849479,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0088_r030.00_i004.10_a000.00.h5
seg2,89,30.0,4.798493791980456,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0089_r030.00_i004.80_a000.00.h5
seg2,90,30.0,5.538095811730519,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0090_r030.00_i005.54_a000.00.h5
seg2,91,30.0,6.309389796452445,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0091_r030.00_i006.31_a000.00.h5
seg2,92,30.0,7.107953611498975,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0092_r030.00_i007.11_a000.00.h5
seg2,93,30.0,7.929365122222886,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0093_r030.00_i007.93_a000.00.h5
seg2,94,30.0,8.769202193976959,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0094_r030.00_i008.77_a000.00.h5
seg2,95,30.0,9.623042692113927,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0095_r030.00_i009.62_a000.00.h5
seg2,96,30.0,10.48646448198657,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0096_r030.00_i010.49_a000.00.h5
seg2,97,30.0,11.355045428947655,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0097_r030.00_i011.36_a000.00.h5
seg2,98,30.0,12.224363398349945,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0098_r030.00_i012.22_a000.00.h5
seg2,99,30.0,13.089996255546207,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0099_r030.00_i013.09_a000.00.h5
seg2,100,30.0,13.947521865889204,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0100_r030.00_i013.95_a000.00.h5
seg2,101,30.0,14.792518094731705,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0101_r030.00_i014.79_a000.00.h5
seg2,102,30.0,15.620562807426479,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0102_r030.00_i015.62_a000.00.h5
seg2,103,30.0,16.427233869326276,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0103_r030.00_i016.43_a000.00.h5
seg2,104,30.0,17.208109145783865,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0104_r030.00_i017.21_a000.00.h5
seg2,105,30.0,17.958766502152013,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0105_r030.00_i017.96_a000.00.h5
seg2,106,30.0,18.674783803783505,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0106_r030.00_i018.67_a000.00.h5
seg2,107,30.0,19.35173891603107,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0107_r030.00_i019.35_a000.00.h5
seg2,108,30.0,19.98520970424749,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0108_r030.00_i019.99_a000.00.h5
seg2,109,30.0,20.57077403378553,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0109_r030.00_i020.57_a000.00.h5
seg2,110,30.0,21.104009769997962,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0110_r030.00_i021.10_a000.00.h5
seg2,111,30.0,21.580494778237536,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0111_r030.00_i021.58_a000.00.h5
seg2,112,30.0,21.995806923857028,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0112_r030.00_i022.00_a000.00.h5
seg2,113,30.0,22.34552407220921,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0113_r030.00_i022.35_a000.00.h5
seg2,114,30.0,22.625224088646828,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0114_r030.00_i022.63_a000.00.h5
seg2,115,30.0,22.83048483852265,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0115_r030.00_i022.83_a000.00.h5
seg2,116,30.0,22.95688418718946,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg2/spec_0116_r030.00_i022.96_a000.00.h5
seg3,0,30.0,23.0,0.0,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0000_r030.00_i023.00_a000.00.h5
seg3,1,30.0,23.0,2.011173184357542,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0001_r030.00_i023.00_a002.01.h5
seg3,2,30.0,23.0,4.022346368715084,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0002_r030.00_i023.00_a004.02.h5
seg3,3,30.0,23.0,6.033519553072626,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0003_r030.00_i023.00_a006.03.h5
seg3,4,30.0,23.0,8.044692737430168,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0004_r030.00_i023.00_a008.04.h5
seg3,5,30.0,23.0,10.05586592178771,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0005_r030.00_i023.00_a010.06.h5
seg3,6,30.0,23.0,12.067039106145252,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0006_r030.00_i023.00_a012.07.h5
seg3,7,30.0,23.0,14.078212290502794,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0007_r030.00_i023.00_a014.08.h5
seg3,8,30.0,23.0,16.089385474860336,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0008_r030.00_i023.00_a016.09.h5
seg3,9,30.0,23.0,18.100558659217878,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0009_r030.00_i023.00_a018.10.h5
seg3,10,30.0,23.0,20.11173184357542,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0010_r030.00_i023.00_a020.11.h5
seg3,11,30.0,23.0,22.122905027932962,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0011_r030.00_i023.00_a022.12.h5
seg3,12,30.0,23.0,24.134078212290504,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0012_r030.00_i023.00_a024.13.h5
seg3,13,30.0,23.0,26.145251396648046,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0013_r030.00_i023.00_a026.15.h5
seg3,14,30.0,23.0,28.156424581005588,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0014_r030.00_i023.00_a028.16.h5
seg3,15,30.0,23.0,30.16759776536313,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0015_r030.00_i023.00_a030.17.h5
seg3,16,30.0,23.0,32.17877094972067,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0016_r030.00_i023.00_a032.18.h5
seg3,17,30.0,23.0,34.18994413407821,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0017_r030.00_i023.00_a034.19.h5
seg3,18,30.0,23.0,36.201117318435756,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0018_r030.00_i023.00_a036.20.h5
seg3,19,30.0,23.0,38.212290502793294,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0019_r030.00_i023.00_a038.21.h5
seg3,20,30.0,23.0,40.22346368715084,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0020_r030.00_i023.00_a040.22.h5
seg3,21,30.0,23.0,42.23463687150838,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0021_r030.00_i023.00_a042.23.h5
seg3,22,30.0,23.0,44.245810055865924,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0022_r030.00_i023.00_a044.25.h5
seg3,23,30.0,23.0,46.25698324022346,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0023_r030.00_i023.00_a046.26.h5
seg3,24,30.0,23.0,48.26815642458101,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0024_r030.00_i023.00_a048.27.h5
seg3,25,30.0,23.0,50.279329608938546,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0025_r030.00_i023.00_a050.28.h5
seg3,26,30.0,23.0,52.29050279329609,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0026_r030.00_i023.00_a052.29.h5
seg3,27,30.0,23.0,54.30167597765363,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0027_r030.00_i023.00_a054.30.h5
seg3,28,30.0,23.0,56.312849162011176,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0028_r030.00_i023.00_a056.31.h5
seg3,29,30.0,23.0,58.324022346368714,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0029_r030.00_i023.00_a058.32.h5
seg3,30,30.0,23.0,60.33519553072626,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0030_r030.00_i023.00_a060.34.h5
seg3,31,30.0,23.0,62.346368715083806,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0031_r030.00_i023.00_a062.35.h5
seg3,32,30.0,23.0,64.35754189944134,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0032_r030.00_i023.00_a064.36.h5
seg3,33,30.0,23.0,66.36871508379889,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0033_r030.00_i023.00_a066.37.h5
seg3,34,30.0,23.0,68.37988826815642,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0034_r030.00_i023.00_a068.38.h5
seg3,35,30.0,23.0,70.39106145251397,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0035_r030.00_i023.00_a070.39.h5
seg3,36,30.0,23.0,72.40223463687151,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0036_r030.00_i023.00_a072.40.h5
seg3,37,30.0,23.0,74.41340782122906,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0037_r030.00_i023.00_a074.41.h5
seg3,38,30.0,23.0,76.42458100558659,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0038_r030.00_i023.00_a076.42.h5
seg3,39,30.0,23.0,78.43575418994413,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0039_r030.00_i023.00_a078.44.h5
seg3,40,30.0,23.0,80.44692737430168,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0040_r030.00_i023.00_a080.45.h5
seg3,41,30.0,23.0,82.45810055865923,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0041_r030.00_i023.00_a082.46.h5
seg3,42,30.0,23.0,84.46927374301676,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0042_r030.00_i023.00_a084.47.h5
seg3,43,30.0,23.0,86.4804469273743,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0043_r030.00_i023.00_a086.48.h5
seg3,44,30.0,23.0,88.49162011173185,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0044_r030.00_i023.00_a088.49.h5
seg3,45,30.0,23.0,90.5027932960894,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0045_r030.00_i023.00_a090.50.h5
seg3,46,30.0,23.0,92.51396648044692,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0046_r030.00_i023.00_a092.51.h5
seg3,47,30.0,23.0,94.52513966480447,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0047_r030.00_i023.00_a094.53.h5
seg3,48,30.0,23.0,96.53631284916202,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0048_r030.00_i023.00_a096.54.h5
seg3,49,30.0,23.0,98.54748603351955,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0049_r030.00_i023.00_a098.55.h5
seg3,50,30.0,23.0,100.55865921787709,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0050_r030.00_i023.00_a100.56.h5
seg3,51,30.0,23.0,102.56983240223465,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0051_r030.00_i023.00_a102.57.h5
seg3,52,30.0,23.0,104.58100558659218,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0052_r030.00_i023.00_a104.58.h5
seg3,53,30.0,23.0,106.59217877094973,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0053_r030.00_i023.00_a106.59.h5
seg3,54,30.0,23.0,108.60335195530726,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0054_r030.00_i023.00_a108.60.h5
seg3,55,30.0,23.0,110.6145251396648,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0055_r030.00_i023.00_a110.61.h5
seg3,56,30.0,23.0,112.62569832402235,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0056_r030.00_i023.00_a112.63.h5
seg3,57,30.0,23.0,114.63687150837988,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0057_r030.00_i023.00_a114.64.h5
seg3,58,30.0,23.0,116.64804469273743,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0058_r030.00_i023.00_a116.65.h5
seg3,59,30.0,23.0,118.65921787709496,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0059_r030.00_i023.00_a118.66.h5
seg3,60,30.0,23.0,120.67039106145252,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0060_r030.00_i023.00_a120.67.h5
seg3,61,30.0,23.0,122.68156424581007,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0061_r030.00_i023.00_a122.68.h5
seg3,62,30.0,23.0,124.69273743016761,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0062_r030.00_i023.00_a124.69.h5
seg3,63,30.0,23.0,126.70391061452514,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0063_r030.00_i023.00_a126.70.h5
seg3,64,30.0,23.0,128.7150837988827,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0064_r030.00_i023.00_a128.72.h5
seg3,65,30.0,23.0,130.72625698324023,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0065_r030.00_i023.00_a130.73.h5
seg3,66,30.0,23.0,132.73743016759778,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0066_r030.00_i023.00_a132.74.h5
seg3,67,30.0,23.0,134.7486033519553,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0067_r030.00_i023.00_a134.75.h5
seg3,68,30.0,23.0,136.75977653631284,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0068_r030.00_i023.00_a136.76.h5
seg3,69,30.0,23.0,138.77094972067042,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0069_r030.00_i023.00_a138.77.h5
seg3,70,30.0,23.0,140.78212290502793,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0070_r030.00_i023.00_a140.78.h5
seg3,71,30.0,23.0,142.79329608938548,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0071_r030.00_i023.00_a142.79.h5
seg3,72,30.0,23.0,144.80446927374302,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0072_r030.00_i023.00_a144.80.h5
seg3,73,30.0,23.0,146.81564245810057,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0073_r030.00_i023.00_a146.82.h5
seg3,74,30.0,23.0,148.82681564245812,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0074_r030.00_i023.00_a148.83.h5
seg3,75,30.0,23.0,150.83798882681563,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0075_r030.00_i023.00_a150.84.h5
seg3,76,30.0,23.0,152.84916201117318,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0076_r030.00_i023.00_a152.85.h5
seg3,77,30.0,23.0,154.86033519553072,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0077_r030.00_i023.00_a154.86.h5
seg3,78,30.0,23.0,156.87150837988827,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0078_r030.00_i023.00_a156.87.h5
seg3,79,30.0,23.0,158.88268156424581,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0079_r030.00_i023.00_a158.88.h5
seg3,80,30.0,23.0,160.89385474860336,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0080_r030.00_i023.00_a160.89.h5
seg3,81,30.0,23.0,162.9050279329609,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0081_r030.00_i023.00_a162.91.h5
seg3,82,30.0,23.0,164.91620111731845,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0082_r030.00_i023.00_a164.92.h5
seg3,83,30.0,23.0,166.92737430167597,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0083_r030.00_i023.00_a166.93.h5
seg3,84,30.0,23.0,168.9385474860335,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0084_r030.00_i023.00_a168.94.h5
seg3,85,30.0,23.0,170.94972067039106,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0085_r030.00_i023.00_a170.95.h5
seg3,86,30.0,23.0,172.9608938547486,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0086_r030.00_i023.00_a172.96.h5
seg3,87,30.0,23.0,174.97206703910615,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0087_r030.00_i023.00_a174.97.h5
seg3,88,30.0,23.0,176.9832402234637,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0088_r030.00_i023.00_a176.98.h5
seg3,89,30.0,23.0,178.99441340782124,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0089_r030.00_i023.00_a178.99.h5
seg3,90,30.0,23.0,181.0055865921788,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0090_r030.00_i023.00_a181.01.h5
seg3,91,30.0,23.0,183.0167597765363,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0091_r030.00_i023.00_a183.02.h5
seg3,92,30.0,23.0,185.02793296089385,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0092_r030.00_i023.00_a185.03.h5
seg3,93,30.0,23.0,187.03910614525142,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0093_r030.00_i023.00_a187.04.h5
seg3,94,30.0,23.0,189.05027932960894,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0094_r030.00_i023.00_a189.05.h5
seg3,95,30.0,23.0,191.0614525139665,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0095_r030.00_i023.00_a191.06.h5
seg3,96,30.0,23.0,193.07262569832403,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0096_r030.00_i023.00_a193.07.h5
seg3,97,30.0,23.0,195.08379888268158,/data/sborthak/m61/edinburgh_movie/spectra/seg3/spec_0097_r030.00_i023.00_a195.08.h5
