segment,idx,inc_deg,alpha_deg,npz
seg3,96,23.0,193.07262569832403,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0096_inc023.00_a193.07.npz
seg3,97,23.0,195.08379888268158,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0097_inc023.00_a195.08.npz
seg3,98,23.0,197.0949720670391,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0098_inc023.00_a197.09.npz
seg3,99,23.0,199.10614525139667,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0099_inc023.00_a199.11.npz
seg3,100,23.0,201.11731843575419,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0100_inc023.00_a201.12.npz
seg3,101,23.0,203.12849162011173,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0101_inc023.00_a203.13.npz
seg3,102,23.0,205.1396648044693,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0102_inc023.00_a205.14.npz
seg3,103,23.0,207.15083798882682,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0103_inc023.00_a207.15.npz
seg3,104,23.0,209.16201117318437,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0104_inc023.00_a209.16.npz
seg3,105,23.0,211.17318435754188,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0105_inc023.00_a211.17.npz
seg3,106,23.0,213.18435754189946,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0106_inc023.00_a213.18.npz
seg3,107,23.0,215.19553072625698,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0107_inc023.00_a215.20.npz
seg3,108,23.0,217.20670391061452,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0108_inc023.00_a217.21.npz
seg3,109,23.0,219.21787709497207,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0109_inc023.00_a219.22.npz
seg3,110,23.0,221.2290502793296,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0110_inc023.00_a221.23.npz
seg3,111,23.0,223.2402234636872,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0111_inc023.00_a223.24.npz
seg3,112,23.0,225.2513966480447,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0112_inc023.00_a225.25.npz
seg3,113,23.0,227.26256983240225,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0113_inc023.00_a227.26.npz
seg3,114,23.0,229.27374301675977,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0114_inc023.00_a229.27.npz
seg3,115,23.0,231.28491620111734,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0115_inc023.00_a231.28.npz
seg3,116,23.0,233.29608938547486,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0116_inc023.00_a233.30.npz
seg3,117,23.0,235.3072625698324,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0117_inc023.00_a235.31.npz
seg3,118,23.0,237.31843575418992,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0118_inc023.00_a237.32.npz
seg3,119,23.0,239.3296089385475,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0119_inc023.00_a239.33.npz
seg3,120,23.0,241.34078212290504,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0120_inc023.00_a241.34.npz
seg3,121,23.0,243.35195530726259,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0121_inc023.00_a243.35.npz
seg3,122,23.0,245.36312849162013,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0122_inc023.00_a245.36.npz
seg3,123,23.0,247.37430167597765,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0123_inc023.00_a247.37.npz
seg3,124,23.0,249.38547486033522,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0124_inc023.00_a249.39.npz
seg3,125,23.0,251.39664804469274,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0125_inc023.00_a251.40.npz
seg3,126,23.0,253.40782122905028,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0126_inc023.00_a253.41.npz
seg3,127,23.0,255.4189944134078,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0127_inc023.00_a255.42.npz
seg3,128,23.0,257.4301675977654,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0128_inc023.00_a257.43.npz
seg3,129,23.0,259.44134078212295,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0129_inc023.00_a259.44.npz
seg3,130,23.0,261.45251396648047,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0130_inc023.00_a261.45.npz
seg3,131,23.0,263.463687150838,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0131_inc023.00_a263.46.npz
seg3,132,23.0,265.47486033519556,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0132_inc023.00_a265.47.npz
seg3,133,23.0,267.4860335195531,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0133_inc023.00_a267.49.npz
seg3,134,23.0,269.4972067039106,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0134_inc023.00_a269.50.npz
seg3,135,23.0,271.50837988826817,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0135_inc023.00_a271.51.npz
seg3,136,23.0,273.5195530726257,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0136_inc023.00_a273.52.npz
seg3,137,23.0,275.53072625698326,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0137_inc023.00_a275.53.npz
seg3,138,23.0,277.54189944134083,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0138_inc023.00_a277.54.npz
seg3,139,23.0,279.55307262569835,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0139_inc023.00_a279.55.npz
seg3,140,23.0,281.56424581005587,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0140_inc023.00_a281.56.npz
seg3,141,23.0,283.5754189944134,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0141_inc023.00_a283.58.npz
seg3,142,23.0,285.58659217877096,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0142_inc023.00_a285.59.npz
seg3,143,23.0,287.5977653631285,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0143_inc023.00_a287.60.npz
seg3,144,23.0,289.60893854748605,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0144_inc023.00_a289.61.npz
seg3,145,23.0,291.62011173184356,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0145_inc023.00_a291.62.npz
seg3,146,23.0,293.63128491620114,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0146_inc023.00_a293.63.npz
seg3,147,23.0,295.6424581005587,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0147_inc023.00_a295.64.npz
seg3,148,23.0,297.65363128491623,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0148_inc023.00_a297.65.npz
seg3,149,23.0,299.66480446927375,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0149_inc023.00_a299.66.npz
seg3,150,23.0,301.67597765363126,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0150_inc023.00_a301.68.npz
seg3,151,23.0,303.68715083798884,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0151_inc023.00_a303.69.npz
seg3,152,23.0,305.69832402234636,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0152_inc023.00_a305.70.npz
seg3,153,23.0,307.70949720670393,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0153_inc023.00_a307.71.npz
seg3,154,23.0,309.72067039106145,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0154_inc023.00_a309.72.npz
seg3,155,23.0,311.731843575419,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0155_inc023.00_a311.73.npz
seg3,156,23.0,313.74301675977654,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0156_inc023.00_a313.74.npz
seg3,157,23.0,315.7541899441341,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0157_inc023.00_a315.75.npz
seg3,158,23.0,317.76536312849163,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0158_inc023.00_a317.77.npz
seg3,159,23.0,319.77653631284915,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0159_inc023.00_a319.78.npz
seg3,160,23.0,321.7877094972067,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0160_inc023.00_a321.79.npz
seg3,161,23.0,323.79888268156424,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0161_inc023.00_a323.80.npz
seg3,162,23.0,325.8100558659218,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0162_inc023.00_a325.81.npz
seg3,163,23.0,327.8212290502793,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0163_inc023.00_a327.82.npz
seg3,164,23.0,329.8324022346369,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0164_inc023.00_a329.83.npz
seg3,165,23.0,331.8435754189944,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0165_inc023.00_a331.84.npz
seg3,166,23.0,333.85474860335194,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0166_inc023.00_a333.85.npz
seg3,167,23.0,335.8659217877095,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0167_inc023.00_a335.87.npz
seg3,168,23.0,337.877094972067,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0168_inc023.00_a337.88.npz
seg3,169,23.0,339.8882681564246,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0169_inc023.00_a339.89.npz
seg3,170,23.0,341.8994413407821,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0170_inc023.00_a341.90.npz
seg3,171,23.0,343.9106145251397,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0171_inc023.00_a343.91.npz
seg3,172,23.0,345.9217877094972,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0172_inc023.00_a345.92.npz
seg3,173,23.0,347.9329608938548,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0173_inc023.00_a347.93.npz
seg3,174,23.0,349.9441340782123,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0174_inc023.00_a349.94.npz
seg3,175,23.0,351.9553072625698,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0175_inc023.00_a351.96.npz
seg3,176,23.0,353.9664804469274,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0176_inc023.00_a353.97.npz
seg3,177,23.0,355.9776536312849,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0177_inc023.00_a355.98.npz
seg3,178,23.0,357.9888268156425,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0178_inc023.00_a357.99.npz
seg3,179,23.0,360.0,/data/sborthak/m61/edinburgh_movie/projections/seg3/proj_0179_inc023.00_a360.00.npz
